model,assignment,question_id,emotion,personality,conscientiousness,openness,extraversion,passed,revised,overrevised,calls,prompt_tokens,completion_tokens,total_tokens
qwen2.5-32b-awq,shared54,abc341_f,sadness,HHL,H,H,L,0,1,0,8,24711,6175,30886
qwen2.5-32b-awq,shared54,abc342_a,sadness,HHL,H,H,L,1,0,0,3,2805,661,3466
qwen2.5-32b-awq,shared54,abc342_b,sadness,HHL,H,H,L,1,0,0,3,3986,686,4672
qwen2.5-32b-awq,shared54,abc342_d,sadness,HHL,H,H,L,0,1,0,8,15984,5483,21467
qwen2.5-32b-awq,shared54,abc343_d,sadness,HHL,H,H,L,0,1,0,8,19854,4409,24263
qwen2.5-32b-awq,shared54,abc345_b,sadness,HHL,H,H,L,1,1,0,8,15034,3473,18507
qwen2.5-32b-awq,shared54,abc345_d,sadness,HHL,H,H,L,0,1,0,8,21763,7050,28813
qwen2.5-32b-awq,shared54,abc346_b,sadness,HHL,H,H,L,1,1,0,5,9287,2777,12064
qwen2.5-32b-awq,shared54,abc347_a,sadness,HHL,H,H,L,1,0,0,3,4260,1207,5467
qwen2.5-32b-awq,shared54,abc348_a,sadness,HHL,H,H,L,1,1,1,7,8153,1601,9754
qwen2.5-32b-awq,shared54,abc348_c,sadness,HHL,H,H,L,1,0,0,3,3868,712,4580
qwen2.5-32b-awq,shared54,abc349_c,sadness,HHL,H,H,L,1,1,1,5,7921,2330,10251
qwen2.5-32b-awq,shared54,abc349_d,sadness,HHL,H,H,L,0,1,0,8,26811,6305,33116
qwen2.5-32b-awq,shared54,abc349_e,sadness,HHL,H,H,L,1,0,0,3,5049,1504,6553
qwen2.5-32b-awq,shared54,abc351_a,sadness,HHL,H,H,L,1,0,0,3,4420,891,5311
qwen2.5-32b-awq,shared54,abc352_b,sadness,HHL,H,H,L,1,0,0,3,3984,789,4773
qwen2.5-32b-awq,shared54,abc352_e,sadness,HHL,H,H,L,0,1,0,8,22485,5943,28428
qwen2.5-32b-awq,shared54,abc353_a,sadness,HHL,H,H,L,1,0,0,3,3454,723,4177
qwen2.5-32b-awq,shared54,abc354_a,sadness,HHL,H,H,L,1,0,0,3,3744,756,4500
qwen2.5-32b-awq,shared54,abc354_b,sadness,HHL,H,H,L,1,0,0,3,4650,883,5533
qwen2.5-32b-awq,shared54,abc354_c,sadness,HHL,H,H,L,1,1,0,5,9741,2100,11841
qwen2.5-32b-awq,shared54,abc354_d,sadness,HHL,H,H,L,0,1,0,8,20356,8090,28446
qwen2.5-32b-awq,shared54,abc355_c,sadness,HHL,H,H,L,1,0,0,3,4707,1288,5995
qwen2.5-32b-awq,shared54,abc355_d,sadness,HHL,H,H,L,1,1,0,8,14322,3713,18035
qwen2.5-32b-awq,shared54,abc355_e,sadness,HHL,H,H,L,0,1,0,8,18620,4049,22669
qwen2.5-32b-awq,shared54,abc356_e,sadness,HHL,H,H,L,0,1,0,8,20880,7964,28844
qwen2.5-32b-awq,shared54,abc358_a,sadness,HHL,H,H,L,0,1,1,8,9139,1784,10923
qwen2.5-32b-awq,shared54,abc359_d,sadness,HHL,H,H,L,0,1,0,8,23570,9617,33187
qwen2.5-32b-awq,shared54,abc360_a,sadness,HHL,H,H,L,1,0,0,3,2944,662,3606
qwen2.5-32b-awq,shared54,abc360_b,sadness,HHL,H,H,L,1,0,0,3,4249,1233,5482
qwen2.5-32b-awq,shared54,abc360_c,sadness,HHL,H,H,L,0,1,0,8,18083,5229,23312
qwen2.5-32b-awq,shared54,abc360_e,sadness,HHL,H,H,L,0,1,0,8,22964,8537,31501
qwen2.5-32b-awq,shared54,abc363_e,sadness,HHL,H,H,L,0,0,0,3,5787,1367,7154
qwen2.5-32b-awq,shared54,abc364_f,sadness,HHL,H,H,L,0,0,0,3,5605,1419,7024
qwen2.5-32b-awq,shared54,abc365_c,sadness,HHL,H,H,L,1,0,0,3,4548,1116,5664
qwen2.5-32b-awq,shared54,abc365_d,sadness,HHL,H,H,L,0,1,0,8,14637,3854,18491
qwen2.5-32b-awq,shared54,abc366_a,sadness,HHL,H,H,L,1,1,1,7,10280,2322,12602
qwen2.5-32b-awq,shared54,abc366_c,sadness,HHL,H,H,L,0,0,0,3,4915,1153,6068
qwen2.5-32b-awq,shared54,abc366_f,sadness,HHL,H,H,L,0,0,0,3,5107,1300,6407
qwen2.5-32b-awq,shared54,abc366_g,sadness,HHL,H,H,L,0,1,0,8,25238,8950,34188
qwen2.5-32b-awq,shared54,abc367_a,sadness,HHL,H,H,L,1,0,0,3,3615,853,4468
qwen2.5-32b-awq,shared54,abc367_e,sadness,HHL,H,H,L,0,1,0,8,23738,8573,32311
qwen2.5-32b-awq,shared54,abc368_c,sadness,HHL,H,H,L,0,1,0,8,16481,3703,20184
qwen2.5-32b-awq,shared54,abc369_b,sadness,HHL,H,H,L,0,1,0,8,19583,5980,25563
qwen2.5-32b-awq,shared54,abc369_c,sadness,HHL,H,H,L,0,1,0,8,17949,5505,23454
qwen2.5-32b-awq,shared54,abc370_a,sadness,HHL,H,H,L,1,0,0,3,3110,632,3742
qwen2.5-32b-awq,shared54,abc370_b,sadness,HHL,H,H,L,1,0,0,3,4750,1267,6017
qwen2.5-32b-awq,shared54,abc371_d,sadness,HHL,H,H,L,0,1,0,8,18932,5836,24768
qwen2.5-32b-awq,shared54,abc371_f,sadness,HHL,H,H,L,0,1,0,8,21773,4064,25837
qwen2.5-32b-awq,shared54,abc372_d,sadness,HHL,H,H,L,0,1,0,8,16654,5189,21843
qwen2.5-32b-awq,shared54,abc373_e,sadness,HHL,H,H,L,0,1,0,8,23170,7451,30621
qwen2.5-32b-awq,shared54,abc374_g,sadness,HHL,H,H,L,0,1,0,8,17066,5110,22176
qwen2.5-32b-awq,shared54,abc375_b,sadness,HHL,H,H,L,0,1,0,8,19060,3884,22944
qwen2.5-32b-awq,shared54,abc375_d,sadness,HHL,H,H,L,1,1,0,5,7462,2206,9668
qwen2.5-32b-awq,shared54,abc376_e,sadness,HHL,H,H,L,0,1,0,8,23800,9632,33432
qwen2.5-32b-awq,shared54,abc376_f,sadness,HHL,H,H,L,0,1,0,8,19123,5015,24138
qwen2.5-32b-awq,shared54,abc377_b,sadness,HHL,H,H,L,1,0,0,3,4232,796,5028
qwen2.5-32b-awq,shared54,abc377_c,sadness,HHL,H,H,L,0,1,0,8,21629,6825,28454
qwen2.5-32b-awq,shared54,abc377_e,sadness,HHL,H,H,L,0,1,0,7,17178,3901,21079
qwen2.5-32b-awq,shared54,abc379_a,sadness,HHL,H,H,L,1,0,0,3,2969,582,3551
qwen2.5-32b-awq,shared54,abc379_d,sadness,HHL,H,H,L,0,1,0,8,18514,4510,23024
qwen2.5-32b-awq,shared54,abc379_g,sadness,HHL,H,H,L,0,1,0,8,18608,6611,25219
qwen2.5-32b-awq,shared54,abc380_b,sadness,HHL,H,H,L,1,0,0,3,3215,671,3886
qwen2.5-32b-awq,shared54,abc380_d,sadness,HHL,H,H,L,0,1,0,8,22301,6626,28927
qwen2.5-32b-awq,shared54,abc381_a,sadness,HHL,H,H,L,1,0,0,3,4318,1097,5415
qwen2.5-32b-awq,shared54,abc382_b,sadness,HHL,H,H,L,0,1,0,8,16064,3951,20015
qwen2.5-32b-awq,shared54,abc383_e,sadness,HHL,H,H,L,0,1,0,8,24747,8396,33143
qwen2.5-32b-awq,shared54,abc385_d,sadness,HHL,H,H,L,0,1,0,8,22182,6871,29053
qwen2.5-32b-awq,shared54,abc386_b,sadness,HHL,H,H,L,1,0,0,3,3847,1035,4882
qwen2.5-32b-awq,shared54,abc386_c,sadness,HHL,H,H,L,1,0,0,3,4397,1224,5621
qwen2.5-32b-awq,shared54,abc387_c,sadness,HHL,H,H,L,0,1,0,8,16894,5853,22747
qwen2.5-32b-awq,shared54,abc388_f,sadness,HHL,H,H,L,0,0,0,3,5018,1582,6600
qwen2.5-32b-awq,shared54,abc389_a,sadness,HHL,H,H,L,1,0,0,3,2717,602,3319
qwen2.5-32b-awq,shared54,abc389_d,sadness,HHL,H,H,L,0,1,0,8,15087,4773,19860
qwen2.5-32b-awq,shared54,abc391_a,sadness,HHL,H,H,L,1,0,0,3,2665,565,3230
qwen2.5-32b-awq,shared54,abc391_f,sadness,HHL,H,H,L,0,1,0,8,25034,6887,31921
qwen2.5-32b-awq,shared54,abc392_b,sadness,HHL,H,H,L,1,0,0,3,4337,1117,5454
qwen2.5-32b-awq,shared54,abc392_f,sadness,HHL,H,H,L,0,1,0,7,11426,2596,14022
qwen2.5-32b-awq,shared54,abc392_g,sadness,HHL,H,H,L,0,1,0,8,16075,5136,21211
qwen2.5-32b-awq,shared54,abc393_e,sadness,HHL,H,H,L,0,0,0,3,5076,1451,6527
qwen2.5-32b-awq,shared54,abc393_f,sadness,HHL,H,H,L,0,1,0,8,20123,6054,26177
qwen2.5-32b-awq,shared54,abc394_a,sadness,HHL,H,H,L,1,0,0,3,2793,543,3336
qwen2.5-32b-awq,shared54,abc394_b,sadness,HHL,H,H,L,1,0,0,3,2906,632,3538
qwen2.5-32b-awq,shared54,abc394_e,sadness,HHL,H,H,L,0,1,0,8,22677,7080,29757
qwen2.5-32b-awq,shared54,abc396_a,sadness,HHL,H,H,L,1,0,0,3,4002,788,4790
qwen2.5-32b-awq,shared54,abc396_e,sadness,HHL,H,H,L,0,0,0,3,5786,1550,7336
qwen2.5-32b-awq,shared54,abc399_c,sadness,HHL,H,H,L,0,1,0,8,16017,4610,20627
qwen2.5-32b-awq,shared54,abc400_e,sadness,HHL,H,H,L,0,0,0,3,4640,1666,6306
qwen2.5-32b-awq,shared54,arc181_b,sadness,HHL,H,H,L,0,1,0,8,20553,5901,26454
qwen2.5-32b-awq,shared54,arc181_c,sadness,HHL,H,H,L,0,1,0,8,29032,8258,37290
qwen2.5-32b-awq,shared54,arc182_c,sadness,HHL,H,H,L,0,1,0,8,20923,7483,28406
qwen2.5-32b-awq,shared54,arc183_d,sadness,HHL,H,H,L,0,1,0,8,26409,7420,33829
qwen2.5-32b-awq,shared54,arc185_e,sadness,HHL,H,H,L,0,1,0,8,24798,8484,33282
qwen2.5-32b-awq,shared54,arc186_b,sadness,HHL,H,H,L,0,1,0,8,18583,6949,25532
qwen2.5-32b-awq,shared54,arc186_c,sadness,HHL,H,H,L,0,1,0,8,23854,6198,30052
qwen2.5-32b-awq,shared54,arc188_d,sadness,HHL,H,H,L,0,1,0,8,27193,9450,36643
qwen2.5-32b-awq,shared54,arc189_c,sadness,HHL,H,H,L,0,1,0,8,28355,7237,35592
qwen2.5-32b-awq,shared54,arc189_d,sadness,HHL,H,H,L,0,1,0,8,20665,5435,26100
qwen2.5-32b-awq,shared54,arc190_a,sadness,HHL,H,H,L,0,1,0,8,24717,7294,32011
qwen2.5-32b-awq,shared54,arc190_c,sadness,HHL,H,H,L,0,1,0,8,33359,7683,41042
qwen2.5-32b-awq,shared54,arc191_a,sadness,HHL,H,H,L,0,1,0,8,17977,5666,23643
qwen2.5-32b-awq,shared54,arc192_a,sadness,HHL,H,H,L,0,1,0,8,20819,5725,26544
qwen2.5-32b-awq,shared54,arc193_a,sadness,HHL,H,H,L,1,0,0,3,6354,1284,7638
qwen2.5-32b-awq,shared54,arc193_b,sadness,HHL,H,H,L,0,1,0,8,22208,7389,29597
qwen2.5-32b-awq,shared54,arc194_a,sadness,HHL,H,H,L,0,1,0,8,17733,4770,22503
qwen2.5-32b-awq,shared54,arc194_b,sadness,HHL,H,H,L,0,1,0,8,15774,5057,20831
qwen2.5-32b-awq,shared54,arc195_c,sadness,HHL,H,H,L,0,1,0,8,24577,7847,32424
qwen2.5-32b-awq,shared54,arc195_d,sadness,HHL,H,H,L,0,1,0,8,16638,4556,21194
qwen2.5-32b-awq,shared54,1873_A,sadness,HHH,H,H,H,1,1,1,5,6861,1236,8097
qwen2.5-32b-awq,shared54,1873_D,sadness,HHH,H,H,H,1,0,0,3,4417,1225,5642
qwen2.5-32b-awq,shared54,1883_B,sadness,HHH,H,H,H,1,0,0,3,5473,1248,6721
qwen2.5-32b-awq,shared54,1883_C,sadness,HHH,H,H,H,0,1,0,8,21586,4955,26541
qwen2.5-32b-awq,shared54,1899_B,sadness,HHH,H,H,H,0,1,0,8,25916,7071,32987
qwen2.5-32b-awq,shared54,2777,sadness,HHH,H,H,H,1,1,1,7,11738,1562,13300
qwen2.5-32b-awq,shared54,2784,sadness,HHH,H,H,H,0,1,0,8,14608,3844,18452
qwen2.5-32b-awq,shared54,2808,sadness,HHH,H,H,H,0,1,0,8,13054,2452,15506
qwen2.5-32b-awq,shared54,2811,sadness,HHH,H,H,H,1,1,1,5,6880,1578,8458
qwen2.5-32b-awq,shared54,2812,sadness,HHH,H,H,H,1,0,0,3,3083,481,3564
qwen2.5-32b-awq,shared54,2816,sadness,HHH,H,H,H,1,0,0,3,3403,606,4009
qwen2.5-32b-awq,shared54,2817,sadness,HHH,H,H,H,1,1,1,8,12642,2397,15039
qwen2.5-32b-awq,shared54,2825,sadness,HHH,H,H,H,1,0,0,3,3757,480,4237
qwen2.5-32b-awq,shared54,2833,sadness,HHH,H,H,H,1,0,0,3,4274,1190,5464
qwen2.5-32b-awq,shared54,2847,sadness,HHH,H,H,H,0,1,0,8,14682,3212,17894
qwen2.5-32b-awq,shared54,2849,sadness,HHH,H,H,H,0,1,0,5,8135,1560,9695
qwen2.5-32b-awq,shared54,2868,sadness,HHH,H,H,H,1,1,1,8,11938,2179,14117
qwen2.5-32b-awq,shared54,2870,sadness,HHH,H,H,H,1,1,1,7,10516,2065,12581
qwen2.5-32b-awq,shared54,2882,sadness,HHH,H,H,H,1,1,1,7,10519,2155,12674
qwen2.5-32b-awq,shared54,2886,sadness,HHH,H,H,H,1,1,1,8,9928,1592,11520
qwen2.5-32b-awq,shared54,2902,sadness,HHH,H,H,H,1,0,0,3,3355,776,4131
qwen2.5-32b-awq,shared54,2915,sadness,HHH,H,H,H,0,1,1,8,14271,2412,16683
qwen2.5-32b-awq,shared54,2919,sadness,HHH,H,H,H,1,1,1,8,13773,2946,16719
qwen2.5-32b-awq,shared54,2921,sadness,HHH,H,H,H,0,1,0,8,14314,3673,17987
qwen2.5-32b-awq,shared54,2952,sadness,HHH,H,H,H,0,1,0,8,14755,3093,17848
qwen2.5-32b-awq,shared54,2954,sadness,HHH,H,H,H,1,1,1,7,12933,2630,15563
qwen2.5-32b-awq,shared54,2955,sadness,HHH,H,H,H,1,1,1,7,9870,1834,11704
qwen2.5-32b-awq,shared54,2977,sadness,HHH,H,H,H,1,0,0,3,3388,520,3908
qwen2.5-32b-awq,shared54,2998,sadness,HHH,H,H,H,1,1,1,5,6125,1236,7361
qwen2.5-32b-awq,shared54,3024,sadness,HHH,H,H,H,0,1,0,8,15738,4591,20329
qwen2.5-32b-awq,shared54,3025,sadness,HHH,H,H,H,0,1,0,8,16609,4672,21281
qwen2.5-32b-awq,shared54,3032,sadness,HHH,H,H,H,0,0,0,3,4324,832,5156
qwen2.5-32b-awq,shared54,3044,sadness,HHH,H,H,H,1,1,1,8,10892,1603,12495
qwen2.5-32b-awq,shared54,3055,sadness,HHH,H,H,H,1,0,0,3,2842,501,3343
qwen2.5-32b-awq,shared54,3166,sadness,HHH,H,H,H,0,1,0,8,13400,2238,15638
qwen2.5-32b-awq,shared54,3188,sadness,HHH,H,H,H,1,1,1,8,11539,1667,13206
qwen2.5-32b-awq,shared54,3192,sadness,HHH,H,H,H,1,1,0,8,14557,3016,17573
qwen2.5-32b-awq,shared54,3193,sadness,HHH,H,H,H,1,0,0,3,3863,616,4479
qwen2.5-32b-awq,shared54,3195,sadness,HHH,H,H,H,1,1,1,8,13873,3172,17045
qwen2.5-32b-awq,shared54,3203,sadness,HHH,H,H,H,0,1,0,8,20494,5640,26134
qwen2.5-32b-awq,shared54,3213,sadness,HHH,H,H,H,1,1,1,7,10153,2403,12556
qwen2.5-32b-awq,shared54,3220,sadness,HHH,H,H,H,1,1,1,5,7641,1132,8773
qwen2.5-32b-awq,shared54,3223,sadness,HHH,H,H,H,1,1,1,7,10460,2541,13001
qwen2.5-32b-awq,shared54,3225,sadness,HHH,H,H,H,1,1,1,5,8276,1564,9840
qwen2.5-32b-awq,shared54,3229,sadness,HHH,H,H,H,1,0,0,3,4886,997,5883
qwen2.5-32b-awq,shared54,3243,sadness,HHH,H,H,H,0,1,0,8,15127,3329,18456
qwen2.5-32b-awq,shared54,3246,sadness,HHH,H,H,H,1,1,1,5,6344,906,7250
qwen2.5-32b-awq,shared54,3249,sadness,HHH,H,H,H,1,0,0,3,3551,600,4151
qwen2.5-32b-awq,shared54,3251,sadness,HHH,H,H,H,1,0,0,3,3558,710,4268
qwen2.5-32b-awq,shared54,3261,sadness,HHH,H,H,H,0,1,0,8,15230,3049,18279
qwen2.5-32b-awq,shared54,3263,sadness,HHH,H,H,H,1,1,1,5,7624,1333,8957
qwen2.5-32b-awq,shared54,3265,sadness,HHH,H,H,H,1,1,1,8,15815,3676,19491
qwen2.5-32b-awq,shared54,3269,sadness,HHH,H,H,H,1,1,1,5,8062,1494,9556
qwen2.5-32b-awq,shared54,3298,sadness,HHH,H,H,H,0,1,0,8,11916,2555,14471
qwen2.5-32b-awq,shared54,3312,sadness,HHH,H,H,H,1,0,0,3,3339,557,3896
qwen2.5-32b-awq,shared54,3324,sadness,HHH,H,H,H,1,0,0,3,2898,525,3423
qwen2.5-32b-awq,shared54,3329,sadness,HHH,H,H,H,0,1,1,8,13015,2544,15559
qwen2.5-32b-awq,shared54,3345,sadness,HHH,H,H,H,0,1,0,8,16088,3164,19252
qwen2.5-32b-awq,shared54,3362,sadness,HHH,H,H,H,0,1,0,7,14047,3445,17492
qwen2.5-32b-awq,shared54,3388,sadness,HHH,H,H,H,1,1,1,7,11752,2595,14347
qwen2.5-32b-awq,shared54,3394,sadness,HHH,H,H,H,0,1,0,8,10674,1598,12272
qwen2.5-32b-awq,shared54,3402,sadness,HHH,H,H,H,0,1,0,8,15599,3512,19111
qwen2.5-32b-awq,shared54,3408,sadness,HHH,H,H,H,1,1,1,5,5006,843,5849
qwen2.5-32b-awq,shared54,3412,sadness,HHH,H,H,H,1,1,1,5,6430,931,7361
qwen2.5-32b-awq,shared54,3421,sadness,HHH,H,H,H,1,0,0,3,3215,705,3920
qwen2.5-32b-awq,shared54,3426,sadness,HHH,H,H,H,1,0,0,3,3646,597,4243
qwen2.5-32b-awq,shared54,3464,sadness,HHH,H,H,H,0,1,0,8,16200,3018,19218
qwen2.5-32b-awq,shared54,3471,sadness,HHH,H,H,H,1,1,1,5,7517,1280,8797
qwen2.5-32b-awq,shared54,3476,sadness,HHH,H,H,H,1,1,1,5,6434,1513,7947
qwen2.5-32b-awq,shared54,3478,sadness,HHH,H,H,H,0,1,0,8,15346,3953,19299
qwen2.5-32b-awq,shared54,3490,sadness,HHH,H,H,H,0,1,0,8,12291,2514,14805
qwen2.5-32b-awq,shared54,3495,sadness,HHH,H,H,H,1,1,0,5,8226,1477,9703
qwen2.5-32b-awq,shared54,3496,sadness,HHH,H,H,H,0,1,0,8,15796,2866,18662
qwen2.5-32b-awq,shared54,3510,sadness,HHH,H,H,H,0,1,0,8,12549,2890,15439
qwen2.5-32b-awq,shared54,3515,sadness,HHH,H,H,H,1,1,1,5,6747,1644,8391
qwen2.5-32b-awq,shared54,3517,sadness,HHH,H,H,H,0,1,0,8,14358,3156,17514
qwen2.5-32b-awq,shared54,3518,sadness,HHH,H,H,H,0,1,0,8,15135,3388,18523
qwen2.5-32b-awq,shared54,3527,sadness,HHH,H,H,H,0,1,0,8,17713,4525,22238
qwen2.5-32b-awq,shared54,3534,sadness,HHH,H,H,H,0,1,0,8,12259,2507,14766
qwen2.5-32b-awq,shared54,3535,sadness,HHH,H,H,H,0,1,0,8,14726,4776,19502
qwen2.5-32b-awq,shared54,3551,sadness,HHH,H,H,H,0,1,0,8,19623,4891,24514
qwen2.5-32b-awq,shared54,3555,sadness,HHH,H,H,H,1,1,1,8,11676,1949,13625
qwen2.5-32b-awq,shared54,3559,sadness,HHH,H,H,H,0,1,0,8,13376,3412,16788
qwen2.5-32b-awq,shared54,3560,sadness,HHH,H,H,H,0,0,0,3,5184,1230,6414
qwen2.5-32b-awq,shared54,3567,sadness,HHH,H,H,H,1,1,1,5,6592,967,7559
qwen2.5-32b-awq,shared54,3571,sadness,HHH,H,H,H,0,1,0,8,12771,2750,15521
qwen2.5-32b-awq,shared54,3603,sadness,HHH,H,H,H,0,0,0,3,4844,1191,6035
qwen2.5-32b-awq,shared54,3605,sadness,HHH,H,H,H,1,1,1,8,14124,2116,16240
qwen2.5-32b-awq,shared54,3607,sadness,HHH,H,H,H,0,1,0,8,12510,3126,15636
qwen2.5-32b-awq,shared54,3621,sadness,HHH,H,H,H,0,1,0,8,14807,3824,18631
qwen2.5-32b-awq,shared54,3629,sadness,HHH,H,H,H,0,1,0,8,14875,3094,17969
qwen2.5-32b-awq,shared54,3637,sadness,HHH,H,H,H,0,0,0,3,3913,1030,4943
qwen2.5-32b-awq,shared54,3647,sadness,HHH,H,H,H,0,1,0,8,16081,3991,20072
qwen2.5-32b-awq,shared54,3648,sadness,HHH,H,H,H,0,1,0,5,11311,3487,14798
qwen2.5-32b-awq,shared54,3649,sadness,HHH,H,H,H,0,1,0,8,16303,3874,20177
qwen2.5-32b-awq,shared54,3657,sadness,HHH,H,H,H,0,1,0,8,20874,6693,27567
qwen2.5-32b-awq,shared54,3674,sadness,HHH,H,H,H,0,1,0,8,13382,2410,15792
qwen2.5-32b-awq,shared54,3676,sadness,HHH,H,H,H,1,1,1,5,5504,1008,6512
qwen2.5-32b-awq,shared54,3680,sadness,HHH,H,H,H,0,1,0,5,8185,2280,10465
qwen2.5-32b-awq,shared54,3683,sadness,HHH,H,H,H,0,1,0,8,11708,2162,13870
qwen2.5-32b-awq,shared54,3686,sadness,HHH,H,H,H,0,1,0,8,12121,2754,14875
qwen2.5-32b-awq,shared54,3696,sadness,HHH,H,H,H,0,1,0,8,21974,9686,31660
qwen2.5-32b-awq,shared54,3700,sadness,HHH,H,H,H,0,1,0,8,16137,3986,20123
qwen2.5-32b-awq,shared54,3702,sadness,HHH,H,H,H,1,1,1,5,7829,1537,9366
qwen2.5-32b-awq,shared54,3704,sadness,HHH,H,H,H,1,1,1,5,7136,1198,8334
qwen2.5-32b-awq,shared54,3709,sadness,HHH,H,H,H,1,1,1,8,11192,2311,13503
qwen2.5-32b-awq,shared54,3714,sadness,HHH,H,H,H,0,1,0,8,16760,4846,21606
qwen2.5-32b-awq,shared54,3722,sadness,HHH,H,H,H,0,1,0,8,14984,4377,19361
qwen2.5-32b-awq,shared54,3731,sadness,HHH,H,H,H,1,1,1,8,11785,1764,13549
qwen2.5-32b-awq,shared54,3736,sadness,HHH,H,H,H,1,1,1,8,11518,2206,13724
qwen2.5-32b-awq,shared54,3743,sadness,HHH,H,H,H,0,1,0,8,14665,3134,17799
qwen2.5-32b-awq,shared54,3744,sadness,HHH,H,H,H,0,1,0,8,20162,7175,27337
qwen2.5-32b-awq,shared54,3751,sadness,HHH,H,H,H,0,1,0,8,12143,2326,14469
qwen2.5-32b-awq,shared54,3771,sadness,HHH,H,H,H,0,1,0,8,14204,4091,18295
qwen2.5-32b-awq,shared54,3785,sadness,HHH,H,H,H,1,1,1,8,14343,2920,17263
qwen2.5-32b-awq,shared54,3786,sadness,HHH,H,H,H,1,1,1,8,15766,4166,19932
qwen2.5-32b-awq,shared54,3793,sadness,HHH,H,H,H,1,1,1,8,11386,2475,13861
qwen2.5-32b-awq,shared54,abc301_b,sadness,HHH,H,H,H,0,1,0,8,16680,4396,21076
qwen2.5-32b-awq,shared54,abc301_e,sadness,HHH,H,H,H,0,1,0,8,22563,6565,29128
qwen2.5-32b-awq,shared54,abc302_e,sadness,HHH,H,H,H,0,1,0,8,19136,4785,23921
qwen2.5-32b-awq,shared54,abc303_a,sadness,HHH,H,H,H,1,1,1,8,11936,2369,14305
qwen2.5-32b-awq,shared54,abc303_b,sadness,HHH,H,H,H,1,0,0,3,5668,1215,6883
qwen2.5-32b-awq,shared54,abc303_d,sadness,HHH,H,H,H,0,1,0,8,15072,2802,17874
qwen2.5-32b-awq,shared54,abc303_e,sadness,HHH,H,H,H,0,1,0,8,18262,4037,22299
qwen2.5-32b-awq,shared54,abc304_a,sadness,HHH,H,H,H,1,0,0,3,4292,1012,5304
qwen2.5-32b-awq,shared54,abc307_a,sadness,HHH,H,H,H,1,0,0,3,4774,749,5523
qwen2.5-32b-awq,shared54,abc307_b,sadness,HHH,H,H,H,0,0,0,3,4253,1007,5260
qwen2.5-32b-awq,shared54,abc309_c,sadness,HHH,H,H,H,0,1,0,8,21159,3666,24825
qwen2.5-32b-awq,shared54,abc309_d,sadness,HHH,H,H,H,0,0,0,3,5877,1472,7349
qwen2.5-32b-awq,shared54,abc309_e,sadness,HHH,H,H,H,0,0,0,3,4776,1183,5959
qwen2.5-32b-awq,shared54,abc310_b,sadness,HHH,H,H,H,0,1,0,8,26125,5099,31224
qwen2.5-32b-awq,shared54,abc310_c,sadness,HHH,H,H,H,1,1,1,5,7144,1829,8973
qwen2.5-32b-awq,shared54,abc310_f,sadness,HHH,H,H,H,0,1,0,8,21441,7475,28916
qwen2.5-32b-awq,shared54,abc311_b,sadness,HHH,H,H,H,1,0,0,3,4546,1128,5674
qwen2.5-32b-awq,shared54,abc312_e,sadness,HHH,H,H,H,0,1,0,8,21923,5094,27017
qwen2.5-32b-awq,shared54,abc312_f,sadness,HHH,H,H,H,0,1,0,8,22759,7989,30748
qwen2.5-32b-awq,shared54,abc313_a,sadness,HHH,H,H,H,0,0,0,3,3785,1005,4790
qwen2.5-32b-awq,shared54,abc315_b,sadness,HHH,H,H,H,1,0,0,3,4195,740,4935
qwen2.5-32b-awq,shared54,abc315_c,sadness,HHH,H,H,H,0,1,0,8,18776,5976,24752
qwen2.5-32b-awq,shared54,abc315_d,sadness,HHH,H,H,H,0,1,0,8,17570,4867,22437
qwen2.5-32b-awq,shared54,abc318_b,sadness,HHH,H,H,H,1,0,0,3,4444,1077,5521
qwen2.5-32b-awq,shared54,abc318_d,sadness,HHH,H,H,H,0,1,0,8,23212,7669,30881
qwen2.5-32b-awq,shared54,abc319_c,sadness,HHH,H,H,H,0,1,0,8,25451,5909,31360
qwen2.5-32b-awq,shared54,abc320_e,sadness,HHH,H,H,H,0,1,0,8,23076,5166,28242
qwen2.5-32b-awq,shared54,abc321_b,sadness,HHH,H,H,H,0,1,0,5,10405,1999,12404
qwen2.5-32b-awq,shared54,abc321_c,sadness,HHH,H,H,H,1,0,0,3,3770,936,4706
qwen2.5-32b-awq,shared54,abc322_c,sadness,HHH,H,H,H,1,1,0,8,15438,4172,19610
qwen2.5-32b-awq,shared54,abc324_a,sadness,HHH,H,H,H,1,0,0,3,3369,757,4126
qwen2.5-32b-awq,shared54,abc324_b,sadness,HHH,H,H,H,1,0,0,3,4024,1263,5287
qwen2.5-32b-awq,shared54,abc325_b,sadness,HHH,H,H,H,1,1,0,8,17522,5885,23407
qwen2.5-32b-awq,shared54,abc325_e,sadness,HHH,H,H,H,1,1,1,7,18046,3860,21906
qwen2.5-32b-awq,shared54,abc326_d,sadness,HHH,H,H,H,0,1,0,8,18029,5453,23482
qwen2.5-32b-awq,shared54,abc327_a,sadness,HHH,H,H,H,1,1,1,7,9463,2512,11975
qwen2.5-32b-awq,shared54,abc327_c,sadness,HHH,H,H,H,1,1,1,7,19459,3101,22560
qwen2.5-32b-awq,shared54,abc328_b,sadness,HHH,H,H,H,0,1,0,8,18127,4169,22296
qwen2.5-32b-awq,shared54,abc328_d,sadness,HHH,H,H,H,1,0,0,3,4182,1215,5397
qwen2.5-32b-awq,shared54,abc329_b,sadness,HHH,H,H,H,1,0,0,3,3263,711,3974
