model,assignment,question_id,emotion,personality,conscientiousness,openness,extraversion,revised,bleu,calls,prompt_tokens,completion_tokens,total_tokens
qwen2.5-32b-awq,shared54,18,disgust,LLL,L,L,L,0,4.75,3,14792,537,15329
qwen2.5-32b-awq,shared54,10621,disgust,LLL,L,L,L,1,12.15,5,20508,875,21383
qwen2.5-32b-awq,shared54,16010,disgust,LLL,L,L,L,1,3.81,6,7562,1055,8617
qwen2.5-32b-awq,shared54,638,disgust,LLL,L,L,L,0,3.73,3,3738,630,4368
qwen2.5-32b-awq,shared54,3665,disgust,LLL,L,L,L,1,8.14,8,12885,1294,14179
qwen2.5-32b-awq,shared54,11894,disgust,LLL,L,L,L,0,4.295,3,9398,565,9963
qwen2.5-32b-awq,shared54,10076,disgust,LLL,L,L,L,1,14.13,9,10526,1688,12214
qwen2.5-32b-awq,shared54,7846,disgust,LLL,L,L,L,1,7.66,7,8760,1001,9761
qwen2.5-32b-awq,shared54,1898,disgust,LLL,L,L,L,1,6.41,10,14947,2019,16966
qwen2.5-32b-awq,shared54,7892,disgust,LLL,L,L,L,1,3.01,8,37220,1478,38698
qwen2.5-32b-awq,shared54,2580,disgust,LLL,L,L,L,1,5.365,8,17725,1306,19031
qwen2.5-32b-awq,shared54,2806,disgust,LLL,L,L,L,1,5.65,8,11938,1464,13402
qwen2.5-32b-awq,shared54,15924,disgust,LLL,L,L,L,0,3.66,3,12481,559,13040
qwen2.5-32b-awq,shared54,2267,disgust,LLL,L,L,L,1,5.43,8,39886,1586,41472
qwen2.5-32b-awq,shared54,17455,disgust,LLL,L,L,L,1,6.85,11,22272,1822,24094
qwen2.5-32b-awq,shared54,4120,disgust,LLL,L,L,L,1,0.51,7,7766,1233,8999
qwen2.5-32b-awq,shared54,4207,disgust,LLL,L,L,L,1,7.74,9,10294,987,11281
qwen2.5-32b-awq,shared54,15574,disgust,LLL,L,L,L,1,9.285,10,14150,1594,15744
qwen2.5-32b-awq,shared54,18015,disgust,LLL,L,L,L,0,5.96,3,6159,671,6830
qwen2.5-32b-awq,shared54,5410,disgust,LLL,L,L,L,0,9.53,3,8181,485,8666
qwen2.5-32b-awq,shared54,8685,disgust,LLL,L,L,L,0,5.105,3,4460,577,5037
qwen2.5-32b-awq,shared54,17290,disgust,LLL,L,L,L,1,5.02,5,4651,560,5211
qwen2.5-32b-awq,shared54,13865,disgust,LLL,L,L,L,1,5.44,9,29883,1411,31294
qwen2.5-32b-awq,shared54,6940,disgust,LLL,L,L,L,1,14.7,7,7573,810,8383
qwen2.5-32b-awq,shared54,17671,disgust,LLL,L,L,L,1,4.94,10,104437,2202,106639
qwen2.5-32b-awq,shared54,6591,disgust,LLL,L,L,L,1,0.318,10,13781,1434,15215
qwen2.5-32b-awq,shared54,10214,disgust,LLL,L,L,L,1,7.32,6,7323,997,8320
qwen2.5-32b-awq,shared54,13074,disgust,LLL,L,L,L,1,7.56,6,8445,1402,9847
qwen2.5-32b-awq,shared54,12236,disgust,LLL,L,L,L,1,7.09,6,12710,1017,13727
qwen2.5-32b-awq,shared54,14355,disgust,LLL,L,L,L,0,6.693333333333334,3,3436,507,3943
qwen2.5-32b-awq,shared54,16959,disgust,LLL,L,L,L,0,7.78,3,5529,541,6070
qwen2.5-32b-awq,shared54,14794,disgust,LLL,L,L,L,1,6.44,9,16689,1686,18375
qwen2.5-32b-awq,shared54,3965,disgust,LLL,L,L,L,1,7.8774999999999995,6,9582,1009,10591
qwen2.5-32b-awq,shared54,8123,disgust,LLL,L,L,L,1,5.22,7,10353,1255,11608
qwen2.5-32b-awq,shared54,7362,disgust,LLL,L,L,L,0,12.17,3,4606,621,5227
qwen2.5-32b-awq,shared54,2098,disgust,LLL,L,L,L,1,4.5,5,9243,1034,10277
qwen2.5-32b-awq,shared54,11078,disgust,LLL,L,L,L,1,4.37,5,12818,1013,13831
qwen2.5-32b-awq,shared54,689,disgust,LLL,L,L,L,0,3.895,3,30293,807,31100
qwen2.5-32b-awq,shared54,7540,disgust,LLL,L,L,L,1,17.57,5,7286,1099,8385
qwen2.5-32b-awq,shared54,7216,disgust,LLL,L,L,L,0,5.22,3,4387,695,5082
qwen2.5-32b-awq,shared54,235,disgust,LLL,L,L,L,0,5.22,3,12206,484,12690
qwen2.5-32b-awq,shared54,2326,disgust,LLL,L,L,L,0,14.31,3,3999,639,4638
qwen2.5-32b-awq,shared54,1929,disgust,LLL,L,L,L,0,4.27,3,3396,567,3963
qwen2.5-32b-awq,shared54,7501,disgust,LLL,L,L,L,1,4.98,5,11850,861,12711
qwen2.5-32b-awq,shared54,2208,disgust,LLL,L,L,L,1,5.54,10,15688,1632,17320
qwen2.5-32b-awq,shared54,1029,disgust,LLL,L,L,L,1,14.525,7,24331,1479,25810
qwen2.5-32b-awq,shared54,10827,disgust,LLL,L,L,L,0,6.2,3,5507,538,6045
qwen2.5-32b-awq,shared54,2321,disgust,LLL,L,L,L,1,2.21,9,23710,1700,25410
qwen2.5-32b-awq,shared54,16847,disgust,LLL,L,L,L,0,11.18,3,2835,473,3308
qwen2.5-32b-awq,shared54,7798,disgust,LLL,L,L,L,1,5.095000000000001,10,13381,1659,15040
qwen2.5-32b-awq,shared54,9125,disgust,LLL,L,L,L,1,5.81,5,8895,1048,9943
qwen2.5-32b-awq,shared54,15906,disgust,LLL,L,L,L,1,17.72,5,10495,1058,11553
qwen2.5-32b-awq,shared54,7020,disgust,LLL,L,L,L,1,5.12,7,7264,826,8090
qwen2.5-32b-awq,shared54,17669,disgust,LLL,L,L,L,0,5.22,3,3864,531,4395
qwen2.5-32b-awq,shared54,4335,disgust,LLL,L,L,L,0,3.38,3,4098,527,4625
qwen2.5-32b-awq,shared54,15488,disgust,LLL,L,L,L,1,4.7,9,9496,1523,11019
qwen2.5-32b-awq,shared54,7962,disgust,LLL,L,L,L,0,6.66,3,14459,583,15042
qwen2.5-32b-awq,shared54,15498,disgust,LLL,L,L,L,0,6.85,3,46636,681,47317
qwen2.5-32b-awq,shared54,13338,disgust,LLL,L,L,L,0,5.390000000000001,3,3760,509,4269
qwen2.5-32b-awq,shared54,6239,disgust,LLL,L,L,L,1,20.37,6,8504,1372,9876
qwen2.5-32b-awq,shared54,3090,disgust,LLL,L,L,L,0,8.2,3,4940,501,5441
qwen2.5-32b-awq,shared54,3176,disgust,LLL,L,L,L,0,6.333333333333333,3,20075,652,20727
qwen2.5-32b-awq,shared54,14124,disgust,LLL,L,L,L,1,6.9375,10,30127,1297,31424
qwen2.5-32b-awq,shared54,11609,disgust,LLL,L,L,L,0,5.96,3,3159,455,3614
qwen2.5-32b-awq,shared54,13879,disgust,LLL,L,L,L,1,6.6,7,6788,908,7696
qwen2.5-32b-awq,shared54,13470,disgust,LLL,L,L,L,1,15.96,6,8349,1113,9462
qwen2.5-32b-awq,shared54,15303,disgust,LLL,L,L,L,0,2.01,3,5797,579,6376
qwen2.5-32b-awq,shared54,1775,disgust,LLL,L,L,L,1,7.04,9,14036,1843,15879
qwen2.5-32b-awq,shared54,3224,disgust,LLL,L,L,L,1,6.09,6,22636,1212,23848
qwen2.5-32b-awq,shared54,1986,disgust,LLL,L,L,L,1,4.38,9,27803,1717,29520
qwen2.5-32b-awq,shared54,13193,disgust,LLL,L,L,L,0,8.14,3,2871,460,3331
qwen2.5-32b-awq,shared54,11118,disgust,LLL,L,L,L,0,1.65,3,2989,410,3399
qwen2.5-32b-awq,shared54,3580,disgust,LLL,L,L,L,1,9.53,10,17312,1890,19202
qwen2.5-32b-awq,shared54,8147,disgust,LLL,L,L,L,1,8.79,5,31199,1118,32317
qwen2.5-32b-awq,shared54,6278,disgust,LLL,L,L,L,1,4.1466666666666665,7,10604,1166,11770
qwen2.5-32b-awq,shared54,6232,disgust,LLL,L,L,L,0,8.11,3,16278,398,16676
qwen2.5-32b-awq,shared54,17573,disgust,LLL,L,L,L,0,3.2,3,7600,559,8159
qwen2.5-32b-awq,shared54,14700,disgust,LLL,L,L,L,0,5.01,3,13172,508,13680
qwen2.5-32b-awq,shared54,4593,disgust,LLL,L,L,L,0,3.8425,3,6677,585,7262
qwen2.5-32b-awq,shared54,13824,disgust,LLL,L,L,L,1,6.33,11,19375,1803,21178
qwen2.5-32b-awq,shared54,6012,disgust,LLL,L,L,L,0,3.6233333333333335,3,4580,774,5354
qwen2.5-32b-awq,shared54,9127,disgust,LLL,L,L,L,1,5.66,5,5495,812,6307
qwen2.5-32b-awq,shared54,15159,disgust,LLL,L,L,L,1,8.58,6,14377,1130,15507
qwen2.5-32b-awq,shared54,8185,disgust,LLL,L,L,L,0,9.97,3,6863,429,7292
qwen2.5-32b-awq,shared54,2470,disgust,LLL,L,L,L,0,6.72,3,6538,536,7074
qwen2.5-32b-awq,shared54,14520,disgust,LLL,L,L,L,1,5.42,6,11756,944,12700
qwen2.5-32b-awq,shared54,18033,disgust,LLL,L,L,L,0,8.406666666666666,3,6122,449,6571
qwen2.5-32b-awq,shared54,3208,disgust,LLL,L,L,L,0,5.62,3,4519,422,4941
qwen2.5-32b-awq,shared54,1657,disgust,LLL,L,L,L,0,7.956666666666666,3,4067,592,4659
qwen2.5-32b-awq,shared54,17713,disgust,LLL,L,L,L,1,7.77,5,6581,705,7286
qwen2.5-32b-awq,shared54,483,disgust,LLL,L,L,L,1,5.12,6,9744,1107,10851
qwen2.5-32b-awq,shared54,3056,disgust,LLL,L,L,L,0,3.71,3,5975,573,6548
qwen2.5-32b-awq,shared54,7745,disgust,LLL,L,L,L,1,1.06,9,42454,1542,43996
qwen2.5-32b-awq,shared54,5449,disgust,LLL,L,L,L,1,4.31,6,10881,938,11819
qwen2.5-32b-awq,shared54,13317,disgust,LLL,L,L,L,0,8.68,3,3573,592,4165
qwen2.5-32b-awq,shared54,15913,disgust,LLL,L,L,L,1,4.91,6,11158,1226,12384
qwen2.5-32b-awq,shared54,15773,disgust,LLL,L,L,L,0,50.54,3,5410,650,6060
qwen2.5-32b-awq,shared54,7004,disgust,LLL,L,L,L,1,7.85,5,7162,922,8084
qwen2.5-32b-awq,shared54,13141,disgust,LLL,L,L,L,0,0.0,3,4927,516,5443
qwen2.5-32b-awq,shared54,1921,disgust,LLL,L,L,L,1,6.65,5,10352,1094,11446
qwen2.5-32b-awq,shared54,5394,disgust,LLL,L,L,L,1,7.03,5,8902,776,9678
qwen2.5-32b-awq,shared54,12418,disgust,LLL,L,L,L,1,4.23,11,14718,1714,16432
qwen2.5-32b-awq,shared54,70,disgust,LLL,L,L,L,0,15.45,3,6456,591,7047
qwen2.5-32b-awq,shared54,12793,disgust,LLL,L,L,L,1,17.03,10,10626,1500,12126
qwen2.5-32b-awq,shared54,8690,disgust,LLL,L,L,L,0,7.25,3,4172,487,4659
qwen2.5-32b-awq,shared54,14909,disgust,LLL,L,L,L,1,23.7,6,7389,809,8198
qwen2.5-32b-awq,shared54,9347,disgust,LLL,L,L,L,1,3.62,9,11123,1413,12536
qwen2.5-32b-awq,shared54,13861,disgust,LLL,L,L,L,1,19.45,6,5906,760,6666
qwen2.5-32b-awq,shared54,15947,disgust,LLL,L,L,L,1,6.6,9,21734,1564,23298
qwen2.5-32b-awq,shared54,5072,disgust,LLL,L,L,L,0,6.843999999999999,3,25273,539,25812
qwen2.5-32b-awq,shared54,6222,disgust,LLL,L,L,L,1,4.71,6,9817,1196,11013
qwen2.5-32b-awq,shared54,9722,disgust,LLL,L,L,L,1,3.35,11,34159,2196,36355
qwen2.5-32b-awq,shared54,7133,disgust,LLL,L,L,L,1,4.5,5,5657,867,6524
qwen2.5-32b-awq,shared54,1916,disgust,LLL,L,L,L,0,6.72,3,3652,582,4234
qwen2.5-32b-awq,shared54,17766,disgust,LLL,L,L,L,1,6.99,5,7430,714,8144
qwen2.5-32b-awq,shared54,1997,disgust,LLL,L,L,L,1,0.51,9,17942,1763,19705
qwen2.5-32b-awq,shared54,10276,disgust,LLL,L,L,L,1,0.1,9,9755,1008,10763
qwen2.5-32b-awq,shared54,1873,disgust,LLL,L,L,L,1,14.08,10,19025,1641,20666
qwen2.5-32b-awq,shared54,1643,disgust,LLL,L,L,L,0,5.18,3,8544,613,9157
qwen2.5-32b-awq,shared54,15623,disgust,LLL,L,L,L,0,9.38,3,3212,628,3840
qwen2.5-32b-awq,shared54,16477,disgust,LLL,L,L,L,1,9.3725,6,6545,1042,7587
qwen2.5-32b-awq,shared54,17403,disgust,LLL,L,L,L,1,2.11,7,9841,1527,11368
qwen2.5-32b-awq,shared54,5158,disgust,LLL,L,L,L,0,7.47,3,3556,703,4259
qwen2.5-32b-awq,shared54,1863,disgust,LLL,L,L,L,0,5.6,3,9728,580,10308
qwen2.5-32b-awq,shared54,16640,disgust,LLL,L,L,L,0,2.69,3,3891,709,4600
qwen2.5-32b-awq,shared54,2625,disgust,LLL,L,L,L,1,6.94,9,21587,1511,23098
qwen2.5-32b-awq,shared54,6089,disgust,LLL,L,L,L,0,5.5,3,3298,510,3808
qwen2.5-32b-awq,shared54,2245,disgust,LLL,L,L,L,1,6.52,6,26040,974,27014
qwen2.5-32b-awq,shared54,2226,disgust,LLL,L,L,L,0,6.08,3,4419,622,5041
qwen2.5-32b-awq,shared54,7707,disgust,LLL,L,L,L,0,5.16,3,6620,481,7101
qwen2.5-32b-awq,shared54,13230,disgust,LLL,L,L,L,0,3.35,3,5132,708,5840
qwen2.5-32b-awq,shared54,3928,disgust,LLL,L,L,L,0,3.8,3,10640,663,11303
qwen2.5-32b-awq,shared54,8067,disgust,LLL,L,L,L,0,13.44,3,5119,586,5705
qwen2.5-32b-awq,shared54,1302,disgust,LLL,L,L,L,1,13.620000000000001,10,10875,1325,12200
qwen2.5-32b-awq,shared54,2686,disgust,LLL,L,L,L,1,6.18,6,7800,922,8722
qwen2.5-32b-awq,shared54,13737,disgust,LLL,L,L,L,0,5.88,3,6118,590,6708
qwen2.5-32b-awq,shared54,17130,disgust,LLL,L,L,L,1,2.6799999999999997,5,13144,974,14118
qwen2.5-32b-awq,shared54,10366,disgust,LLL,L,L,L,0,6.89,3,3922,702,4624
qwen2.5-32b-awq,shared54,8544,disgust,LLL,L,L,L,0,14.08,3,4570,507,5077
qwen2.5-32b-awq,shared54,6693,disgust,LLL,L,L,L,1,4.3,6,7225,1109,8334
qwen2.5-32b-awq,shared54,10295,disgust,LLL,L,L,L,1,5.494999999999999,7,11613,1383,12996
qwen2.5-32b-awq,shared54,7821,disgust,LLL,L,L,L,1,5.708,9,22111,1326,23437
qwen2.5-32b-awq,shared54,8703,disgust,LLL,L,L,L,0,3.27,3,7504,528,8032
qwen2.5-32b-awq,shared54,12969,disgust,LLL,L,L,L,0,7.56,3,11953,517,12470
qwen2.5-32b-awq,shared54,4288,disgust,LLL,L,L,L,1,4.07,6,25378,1329,26707
qwen2.5-32b-awq,shared54,9830,disgust,LLL,L,L,L,1,23.43,6,9639,844,10483
qwen2.5-32b-awq,shared54,14982,disgust,LLL,L,L,L,1,9.02,6,5880,673,6553
qwen2.5-32b-awq,shared54,10360,disgust,LLL,L,L,L,1,5.256666666666667,6,10131,957,11088
qwen2.5-32b-awq,shared54,2377,disgust,LLL,L,L,L,1,6.68,9,23551,1516,25067
qwen2.5-32b-awq,shared54,305,disgust,LLL,L,L,L,1,6.09,6,8781,845,9626
qwen2.5-32b-awq,shared54,15017,disgust,LLL,L,L,L,1,5.2620000000000005,7,8858,1121,9979
qwen2.5-32b-awq,shared54,3276,disgust,LLL,L,L,L,0,8.36,3,15750,559,16309
qwen2.5-32b-awq,shared54,2400,disgust,LLL,L,L,L,0,4.71,3,12211,599,12810
qwen2.5-32b-awq,shared54,17617,disgust,LLL,L,L,L,0,7.0,3,6070,624,6694
qwen2.5-32b-awq,shared54,6984,disgust,LLL,L,L,L,0,4.64,3,2796,445,3241
qwen2.5-32b-awq,shared54,16576,disgust,LLL,L,L,L,1,3.37,9,11370,1614,12984
qwen2.5-32b-awq,shared54,4340,disgust,LLL,L,L,L,1,0.0,10,24681,1400,26081
qwen2.5-32b-awq,shared54,11436,disgust,LLL,L,L,L,0,7.64,3,3778,502,4280
qwen2.5-32b-awq,shared54,2254,disgust,LLL,L,L,L,1,4.37,5,11852,964,12816
qwen2.5-32b-awq,shared54,8004,disgust,LLL,L,L,L,1,10.36,6,10688,1019,11707
qwen2.5-32b-awq,shared54,12108,disgust,LLL,L,L,L,0,0.26,3,3169,421,3590
qwen2.5-32b-awq,shared54,9338,disgust,LLL,L,L,L,0,4.52,3,2699,330,3029
qwen2.5-32b-awq,shared54,5169,disgust,LLL,L,L,L,1,4.35,10,16532,1886,18418
qwen2.5-32b-awq,shared54,14358,disgust,LLL,L,L,L,1,8.675,5,7423,897,8320
qwen2.5-32b-awq,shared54,17800,disgust,LLL,L,L,L,1,7.89,6,8029,915,8944
qwen2.5-32b-awq,shared54,9912,disgust,LLL,L,L,L,0,7.41,3,8425,706,9131
qwen2.5-32b-awq,shared54,17332,disgust,LLL,L,L,L,1,7.65,7,11985,1165,13150
qwen2.5-32b-awq,shared54,256,disgust,LLL,L,L,L,0,4.205,3,5090,685,5775
qwen2.5-32b-awq,shared54,9810,disgust,LLL,L,L,L,0,6.86,3,5155,574,5729
qwen2.5-32b-awq,shared54,3394,disgust,LLL,L,L,L,1,7.57,5,9139,1018,10157
qwen2.5-32b-awq,shared54,4400,disgust,LLL,L,L,L,1,6.9,8,13160,1457,14617
qwen2.5-32b-awq,shared54,8666,disgust,LLL,L,L,L,1,3.81,5,10358,880,11238
qwen2.5-32b-awq,shared54,3782,disgust,LLL,L,L,L,1,6.41,5,11642,1086,12728
qwen2.5-32b-awq,shared54,3507,disgust,LLL,L,L,L,0,4.94,3,5006,517,5523
qwen2.5-32b-awq,shared54,5093,disgust,LLL,L,L,L,0,3.02,3,4489,697,5186
qwen2.5-32b-awq,shared54,8924,disgust,LLL,L,L,L,0,6.11,3,9212,449,9661
qwen2.5-32b-awq,shared54,9232,disgust,LLL,L,L,L,0,0.0,3,3941,570,4511
qwen2.5-32b-awq,shared54,6901,disgust,LLL,L,L,L,0,6.62,3,3477,550,4027
qwen2.5-32b-awq,shared54,11235,disgust,LLL,L,L,L,0,6.25,3,3693,541,4234
qwen2.5-32b-awq,shared54,6671,disgust,LLL,L,L,L,1,23.66,9,22902,1598,24500
qwen2.5-32b-awq,shared54,8650,disgust,LLL,L,L,L,0,11.68,3,3940,503,4443
qwen2.5-32b-awq,shared54,16561,disgust,LLL,L,L,L,1,0.7,6,7174,1202,8376
qwen2.5-32b-awq,shared54,16008,disgust,LLL,L,L,L,0,9.08,3,6380,698,7078
qwen2.5-32b-awq,shared54,8228,disgust,LLL,L,L,L,1,8.21,7,14902,1257,16159
qwen2.5-32b-awq,shared54,1664,disgust,LLL,L,L,L,0,7.62,3,7118,593,7711
qwen2.5-32b-awq,shared54,3024,disgust,LLL,L,L,L,1,5.6,6,6420,979,7399
qwen2.5-32b-awq,shared54,9066,disgust,LLL,L,L,L,0,2.82,3,4057,669,4726
qwen2.5-32b-awq,shared54,1444,disgust,LLL,L,L,L,1,4.68,9,20369,1758,22127
qwen2.5-32b-awq,shared54,116,disgust,LLL,L,L,L,0,5.055,3,14513,574,15087
qwen2.5-32b-awq,shared54,10929,disgust,LLL,L,L,L,0,33.56,3,59438,691,60129
qwen2.5-32b-awq,shared54,4286,disgust,LLL,L,L,L,0,7.86,3,3495,431,3926
qwen2.5-32b-awq,shared54,8583,disgust,LLL,L,L,L,0,4.21,3,5614,637,6251
qwen2.5-32b-awq,shared54,5294,disgust,LLL,L,L,L,1,5.92,5,13456,948,14404
qwen2.5-32b-awq,shared54,14478,disgust,LLL,L,L,L,1,5.92,5,6664,729,7393
qwen2.5-32b-awq,shared54,18077,disgust,LLL,L,L,L,1,0.0,6,7933,993,8926
qwen2.5-32b-awq,shared54,14014,disgust,LLL,L,L,L,0,4.19,3,3145,265,3410
qwen2.5-32b-awq,shared54,316,disgust,LLL,L,L,L,1,5.17,7,17424,1276,18700
qwen2.5-32b-awq,shared54,2465,disgust,LLL,L,L,L,1,5.06,5,11963,837,12800
qwen2.5-32b-awq,shared54,4884,disgust,LLL,L,L,L,1,6.72,6,11375,953,12328
qwen2.5-32b-awq,shared54,17877,disgust,LLL,L,L,L,0,1.35,3,4099,462,4561
qwen2.5-32b-awq,shared54,1180,disgust,LLL,L,L,L,1,3.96,6,13027,969,13996
qwen2.5-32b-awq,shared54,12098,disgust,LLL,L,L,L,1,6.69,6,8328,928,9256
qwen2.5-32b-awq,shared54,18105,disgust,LLL,L,L,L,1,6.9325,6,7883,959,8842
qwen2.5-32b-awq,shared54,4852,disgust,LLL,L,L,L,1,7.24,5,26060,1127,27187
qwen2.5-32b-awq,shared54,14083,disgust,LLL,L,L,L,1,6.37,9,14844,1206,16050
qwen2.5-32b-awq,shared54,4176,disgust,LLL,L,L,L,1,4.44,7,13604,1129,14733
qwen2.5-32b-awq,shared54,1370,disgust,LLL,L,L,L,0,7.82,3,8822,513,9335
qwen2.5-32b-awq,shared54,10101,disgust,LLL,L,L,L,0,5.19,3,4615,643,5258
qwen2.5-32b-awq,shared54,11948,disgust,LLL,L,L,L,0,12.8,3,5906,714,6620
qwen2.5-32b-awq,shared54,1307,disgust,LLL,L,L,L,0,5.2,3,3220,652,3872
qwen2.5-32b-awq,shared54,11724,disgust,LLL,L,L,L,1,4.904999999999999,5,6479,816,7295
qwen2.5-32b-awq,shared54,6883,disgust,LLL,L,L,L,0,5.8,3,7720,537,8257
qwen2.5-32b-awq,shared54,8176,disgust,LLL,L,L,L,1,3.07,6,8674,988,9662
qwen2.5-32b-awq,shared54,3368,disgust,LLL,L,L,L,1,4.37,5,4551,519,5070
qwen2.5-32b-awq,shared54,11589,disgust,LLL,L,L,L,1,7.272,5,16731,932,17663
qwen2.5-32b-awq,shared54,13316,disgust,LLL,L,L,L,1,6.735,10,18620,1372,19992
qwen2.5-32b-awq,shared54,5064,disgust,LLL,L,L,L,0,9.2,3,66883,476,67359
qwen2.5-32b-awq,shared54,7757,disgust,LLL,L,L,L,1,5.19,6,6200,832,7032
qwen2.5-32b-awq,shared54,5324,disgust,LLL,L,L,L,1,5.536666666666666,9,23085,1745,24830
qwen2.5-32b-awq,shared54,5801,disgust,LLL,L,L,L,1,4.52,11,12680,1905,14585
qwen2.5-32b-awq,shared54,13510,disgust,LLL,L,L,L,0,6.18,3,3969,464,4433
qwen2.5-32b-awq,shared54,812,disgust,LLL,L,L,L,0,3.8,3,3164,468,3632
qwen2.5-32b-awq,shared54,5877,disgust,LLL,L,L,L,1,7.0183333333333335,5,17702,689,18391
qwen2.5-32b-awq,shared54,10885,disgust,LLL,L,L,L,1,0.0,6,7571,1247,8818
qwen2.5-32b-awq,shared54,13491,disgust,LLL,L,L,L,1,6.58,6,8857,1190,10047
qwen2.5-32b-awq,shared54,8131,disgust,LLL,L,L,L,1,10.02,10,19713,2093,21806
qwen2.5-32b-awq,shared54,8742,disgust,LLL,L,L,L,0,6.74,3,2783,380,3163
qwen2.5-32b-awq,shared54,5216,disgust,LLL,L,L,L,1,8.08,9,18118,1088,19206
qwen2.5-32b-awq,shared54,3542,disgust,LLL,L,L,L,0,16.58,3,3314,523,3837
qwen2.5-32b-awq,shared54,12535,disgust,LLL,L,L,L,0,5.64,3,2827,358,3185
qwen2.5-32b-awq,shared54,1268,disgust,LLL,L,L,L,0,28.79,3,3204,560,3764
qwen2.5-32b-awq,shared54,15423,disgust,LLL,L,L,L,1,3.8,5,5898,789,6687
qwen2.5-32b-awq,shared54,7288,disgust,LLL,L,L,L,1,4.59,9,11261,1258,12519
qwen2.5-32b-awq,shared54,6539,disgust,LLL,L,L,L,0,8.06,3,15689,770,16459
qwen2.5-32b-awq,shared54,15083,disgust,LLL,L,L,L,0,2.49,3,3747,686,4433
qwen2.5-32b-awq,shared54,11457,disgust,LLL,L,L,L,0,22.56,3,4993,445,5438
qwen2.5-32b-awq,shared54,10000,disgust,LLL,L,L,L,0,2.86,3,4725,559,5284
qwen2.5-32b-awq,shared54,7457,disgust,LLL,L,L,L,0,5.97,3,10158,625,10783
qwen2.5-32b-awq,shared54,7304,disgust,LLL,L,L,L,1,2.87,5,6446,1097,7543
qwen2.5-32b-awq,shared54,775,disgust,LLL,L,L,L,0,8.86,3,13441,484,13925
qwen2.5-32b-awq,shared54,6328,disgust,LLL,L,L,L,1,9.82,12,20216,1789,22005
qwen2.5-32b-awq,shared54,13056,disgust,LLL,L,L,L,1,5.31,5,19910,1068,20978
qwen2.5-32b-awq,shared54,3648,disgust,HLH,H,L,H,1,6.2,6,6805,1294,8099
qwen2.5-32b-awq,shared54,819,disgust,HLH,H,L,H,0,6.49,3,16444,505,16949
qwen2.5-32b-awq,shared54,9012,disgust,HLH,H,L,H,0,5.02,3,6190,697,6887
qwen2.5-32b-awq,shared54,8024,disgust,HLH,H,L,H,0,3.01,3,6705,775,7480
qwen2.5-32b-awq,shared54,7314,disgust,HLH,H,L,H,1,5.88,10,13904,1737,15641
qwen2.5-32b-awq,shared54,4572,disgust,HLH,H,L,H,1,6.09,10,11861,1883,13744
qwen2.5-32b-awq,shared54,3358,disgust,HLH,H,L,H,0,24.51,3,49571,780,50351
qwen2.5-32b-awq,shared54,17870,disgust,HLH,H,L,H,1,0.02,11,39384,1971,41355
qwen2.5-32b-awq,shared54,2848,disgust,HLH,H,L,H,0,2.76,3,3048,650,3698
qwen2.5-32b-awq,shared54,13825,disgust,HLH,H,L,H,0,4.08,3,10660,723,11383
qwen2.5-32b-awq,shared54,1041,disgust,HLH,H,L,H,1,25.06,9,17299,2155,19454
qwen2.5-32b-awq,shared54,976,disgust,HLH,H,L,H,1,5.12,9,22586,2069,24655
qwen2.5-32b-awq,shared54,3070,disgust,HLH,H,L,H,1,4.91,12,12507,2212,14719
qwen2.5-32b-awq,shared54,7164,disgust,HLH,H,L,H,1,3.9,10,15972,2319,18291
qwen2.5-32b-awq,shared54,7623,disgust,HLH,H,L,H,1,3.3200000000000003,10,16703,2184,18887
qwen2.5-32b-awq,shared54,16559,disgust,HLH,H,L,H,1,3.045,6,12118,1463,13581
qwen2.5-32b-awq,shared54,869,disgust,HLH,H,L,H,1,7.315,6,11645,1196,12841
qwen2.5-32b-awq,shared54,6515,disgust,HLH,H,L,H,1,3.67,12,23561,2691,26252
qwen2.5-32b-awq,shared54,17856,disgust,HLH,H,L,H,1,0.72,11,19518,2183,21701
qwen2.5-32b-awq,shared54,13746,disgust,HLH,H,L,H,1,6.84,9,17196,1823,19019
qwen2.5-32b-awq,shared54,7223,disgust,HLH,H,L,H,1,4.08,5,12735,1284,14019
qwen2.5-32b-awq,shared54,14719,disgust,HLH,H,L,H,0,8.36,3,3802,755,4557
qwen2.5-32b-awq,shared54,9115,disgust,HLH,H,L,H,0,4.85,3,3235,704,3939
qwen2.5-32b-awq,shared54,212,disgust,HLH,H,L,H,1,6.353333333333334,6,9793,1364,11157
qwen2.5-32b-awq,shared54,5231,disgust,HLH,H,L,H,1,5.890000000000001,12,28237,2603,30840
qwen2.5-32b-awq,shared54,13848,disgust,HLH,H,L,H,1,4.12,11,14405,1884,16289
qwen2.5-32b-awq,shared54,11149,disgust,HLH,H,L,H,1,4.3,9,11388,1371,12759
qwen2.5-32b-awq,shared54,9105,disgust,HLH,H,L,H,1,18.17,6,10006,1094,11100
qwen2.5-32b-awq,shared54,5094,disgust,HLH,H,L,H,0,5.8,3,4135,569,4704
qwen2.5-32b-awq,shared54,7055,disgust,HLH,H,L,H,0,4.83,3,7428,657,8085
qwen2.5-32b-awq,shared54,11029,disgust,HLH,H,L,H,0,0.0,3,9776,609,10385
qwen2.5-32b-awq,shared54,3349,disgust,HLH,H,L,H,1,5.154999999999999,10,29646,2765,32411
